Policy Number,Customer ID,Customer Name,Mobile Number,Email Id,Age,Gender,Marital Status,Dependents,Location,Occupation,Claims (3yrs),Claim Type,Online Activity,Service Calls,Current Insurance,Coverage,Premium (3yrs),Fraud
84404,115,Ashley Hopkins,497-785-4296x6068,eellis@example.org,59,Female,Married,0,North Francisco,Youth worker,1,Health,No,5,Yes,Full,3858,0
83725,971,Aaron Gates,001-474-832-0536,zacharyclark@example.net,30,Male,Married,0,Lake Alexanderland,Podiatrist,2,Health,No,4,Yes,Full,3466,1
60755,296,Sandra Bass,001-463-577-9065x8251,ugill@example.com,47,Female,Single,3,Lake Brendaside,"Engineer, broadcasting (operations)",2,Health,Yes,5,No,Partial,2547,1
89258,962,Nathan Brady,(473)709-3348,gblack@example.org,30,Female,Married,2,Port Stephanietown,"Pharmacist, hospital",5,Home,No,2,No,Full,4301,0
28067,471,Mark White,951-841-7607x197,samuel52@example.org,24,Male,Married,2,Lake Brianstad,English as a second language teacher,5,Home,Yes,2,No,Partial,2612,0
29564,926,Scott Russell,(897)962-0933,jennifer18@example.org,25,Male,Single,3,Traviston,"Engineer, aeronautical",4,Health,Yes,2,No,Partial,1605,0
93413,862,Andrew Costa,+1-234-571-6354x46870,daniel89@example.com,23,Female,Married,0,Sarahview,Physiological scientist,3,Health,No,3,No,Full,4283,0
52925,882,Chad James,993-693-7955x5046,michelle98@example.com,22,Male,Single,0,Andrealand,"Clinical scientist, histocompatibility and immunogenetics",1,Auto,No,2,Yes,Full,3024,0
64608,764,Eric Rodriguez,(710)376-4867x2425,kaitlynwatkins@example.com,36,Female,Married,3,Kellyside,Dentist,0,Home,No,0,Yes,Full,1615,0
69560,624,Amy Smith,(727)300-5202,robertthomas@example.org,23,Female,Single,5,Berrymouth,"Civil engineer, contracting",3,Health,No,0,Yes,Partial,3963,0
22115,937,Mary Walker,+1-334-794-2083x74896,lrodriguez@example.net,50,Female,Single,5,Jenniferview,"Teacher, special educational needs",2,Auto,Yes,0,Yes,Partial,2698,0
88661,874,David Hamilton,3603562451,aperez@example.net,35,Female,Married,0,Hillmouth,IT trainer,0,Home,No,0,No,Partial,2780,0
42914,118,Anthony Wise,792.844.5026x199,annaherrera@example.net,62,Female,Married,5,Nashmouth,Retail banker,2,Auto,Yes,2,No,Partial,3690,1
46424,256,Kevin Lowe,(816)315-0431,starklisa@example.com,35,Female,Married,4,Joshuaview,Estate manager/land agent,2,Health,Yes,5,Yes,Partial,1303,1
68851,437,Angela Gonzalez,001-881-368-5391x08056,sharvey@example.com,53,Female,Married,3,Clarkstad,Orthoptist,0,Home,Yes,2,No,Full,1116,0
58402,125,Matthew Williams,2412129078,ralphhoward@example.com,18,Female,Single,5,Christianberg,Farm manager,2,Auto,Yes,5,Yes,Partial,2160,0
13802,789,Arthur Arnold,+1-291-517-2207x1908,odonnellbrandon@example.net,68,Female,Single,2,Delgadoshire,Government social research officer,3,Home,No,0,No,Partial,4748,1
20131,732,Patrick Sherman,+1-575-760-6698,ashleyrios@example.org,53,Female,Married,0,Lake Jenny,Control and instrumentation engineer,4,Health,No,5,Yes,Full,1040,0
18730,600,Mitchell Hood MD,+1-649-818-6547x31399,calvin11@example.com,38,Male,Married,1,Lake Julieview,"Designer, blown glass/stained glass",1,Health,No,5,No,Full,1951,1
70810,706,Shawn Hopkins,+1-703-981-1886,hbartlett@example.org,65,Male,Married,3,Port Robertport,Nutritional therapist,1,Home,No,5,No,Partial,2795,0
89230,309,Kenneth Gutierrez,+1-620-472-0549x99814,castillojeffrey@example.net,58,Female,Single,2,Jonesbury,Trading standards officer,5,Home,No,5,No,Full,4431,1
27491,138,John Gonzalez,+1-474-421-3368x986,vdoyle@example.org,18,Male,Married,4,South Hannahbury,Building control surveyor,3,Auto,Yes,2,No,Partial,1543,1
99908,699,Rebecca Jackson,001-491-646-3324,xrichardson@example.net,48,Male,Married,3,South Jose,Horticultural consultant,3,Home,No,4,No,Full,3263,1
50308,105,Elizabeth Foster,771-969-6207,ggregory@example.com,50,Male,Single,2,Kellytown,"Designer, fashion/clothing",2,Home,No,5,No,Full,3293,1
97716,136,Kelly Friedman,001-668-304-3038x64219,icastro@example.com,42,Male,Married,4,Lake Meganside,Systems developer,4,Home,No,5,Yes,Partial,3860,1
95784,553,Kevin Frazier,615.868.1786x47781,andrewryan@example.net,32,Male,Single,4,West Williamberg,Surgeon,4,Health,Yes,4,Yes,Partial,4758,0
48045,771,Mrs. Sharon Salas,(896)846-5328,richardvazquez@example.org,45,Male,Married,3,South Anthony,Statistician,4,Home,No,0,No,Full,3131,0
85186,868,April Herring,(587)239-1691x12236,umcgee@example.net,57,Male,Single,1,Benjaminberg,Haematologist,1,Health,No,4,Yes,Full,4172,1
23486,197,Scott Leblanc,505.410.4405x784,daniel99@example.net,48,Male,Married,2,Port Michaelborough,"Accountant, chartered public finance",1,Auto,No,4,No,Partial,3545,0
46168,906,Tracy Contreras,311.268.5989x30262,fostermichael@example.net,20,Female,Single,4,Mcdonaldstad,"Therapist, occupational",0,Health,Yes,3,Yes,Partial,3784,0
16167,625,Ryan Williams,553.323.1589x2746,rhopkins@example.org,53,Female,Married,5,Brianside,Quality manager,4,Health,Yes,5,No,Partial,3231,1
26048,226,Ryan Johnson,001-713-204-8121x5817,vgray@example.org,24,Male,Married,4,Taraville,Best boy,5,Auto,No,3,Yes,Full,4938,0
55559,656,Jennifer Garcia,2055637660,jamie82@example.org,56,Female,Married,2,Batestown,Charity officer,0,Health,Yes,3,No,Full,1381,0
95048,354,Frank Bell,(440)967-8433x7862,royfinley@example.com,44,Female,Married,0,Nancyton,Occupational therapist,0,Auto,No,3,Yes,Partial,3468,0
51924,671,Andrew Gibbs,550.315.4215,reynoldseric@example.net,22,Female,Married,4,Rickyshire,"Therapist, drama",3,Home,Yes,3,No,Full,4560,1
54255,913,Justin Moreno,(804)312-3126x1339,paul92@example.com,27,Male,Married,0,Kristinafort,Dance movement psychotherapist,2,Home,Yes,2,No,Full,2041,0
89661,408,James White,001-916-496-8032,kimberly39@example.com,22,Male,Married,1,Kyleborough,Customer service manager,2,Health,No,0,Yes,Partial,1303,0
44281,651,Stephanie Zimmerman,+1-552-709-4238x15565,coxjohn@example.net,19,Male,Single,1,East Martin,Chartered accountant,1,Home,Yes,3,Yes,Partial,3651,1
21219,407,Justin Chapman,889.579.4581x460,danaabbott@example.com,62,Female,Single,1,Brendabury,Recruitment consultant,0,Auto,No,4,No,Full,1411,0
86428,204,Sarah Stevens,937.791.0286,christopherwilliams@example.org,24,Female,Single,4,Bartonview,Seismic interpreter,3,Home,No,3,No,Full,3122,0
62072,323,Virginia Lopez,511-243-4914,carriemartin@example.org,31,Male,Single,2,Amyshire,Bookseller,3,Home,Yes,1,Yes,Full,4276,0
95218,721,Jeanette Sanders,+1-595-298-5279x236,nmartinez@example.com,24,Male,Single,0,New Donald,"Engineer, control and instrumentation",4,Home,No,2,No,Full,4647,1
89022,495,Jeremy Brooks,+1-777-613-4220,jacquelinereynolds@example.net,29,Female,Single,5,Robertside,Engineering geologist,2,Health,No,1,No,Partial,3431,1
94182,395,Sydney Peterson,978-279-3915x9747,justinreid@example.org,30,Male,Single,4,West Denise,Sports therapist,0,Home,Yes,2,No,Partial,2187,0
14276,738,Timothy Sweeney,+1-364-754-9111,joshuamccarthy@example.net,36,Female,Married,2,Hernandezshire,"Psychologist, prison and probation services",0,Health,Yes,2,Yes,Partial,4400,1
23230,907,Stephen Nunez,606.859.7971,mccartyjennifer@example.net,65,Male,Single,1,South Joseph,Database administrator,4,Auto,Yes,2,Yes,Full,3435,0
99597,611,Robert Brewer,(247)963-3854,ddiaz@example.org,46,Female,Single,0,North Katherine,"Engineer, aeronautical",3,Auto,Yes,2,Yes,Partial,1146,0
50383,941,Megan Fry,001-721-401-3973x891,cthompson@example.net,37,Female,Married,0,Colemantown,Futures trader,2,Health,No,0,Yes,Partial,1543,1
79297,364,Rachel Mitchell,(394)728-6739,antonio66@example.net,56,Male,Single,1,New Cynthiashire,Broadcast engineer,0,Auto,Yes,4,No,Full,4845,0
42708,158,Kimberly Golden,534.619.5167,jonwalker@example.com,68,Male,Married,0,Chapmanberg,Gaffer,3,Home,Yes,2,Yes,Partial,4049,0
88737,657,Sean Gibson,(553)591-2787x4813,fgomez@example.com,54,Female,Married,5,Stevenfurt,Ship broker,1,Health,Yes,3,Yes,Full,3064,1
83537,510,Anthony Holt,+1-357-554-7189x9409,hallcynthia@example.net,60,Female,Married,0,New Kelly,Air traffic controller,0,Home,Yes,3,No,Full,1557,1
18883,756,Julie Boyd,251.668.6402x542,kylehughes@example.net,35,Male,Single,3,Karaview,Local government officer,1,Auto,Yes,1,Yes,Partial,4031,0
33598,585,Brenda Stevens,219.677.1650,kreyes@example.net,18,Male,Married,2,East Donald,Animal nutritionist,5,Auto,No,0,No,Full,3843,1
67502,240,Benjamin Dawson,(436)816-8433x460,samantha94@example.org,31,Female,Single,4,South Meagan,Estate manager/land agent,5,Health,No,3,No,Partial,2785,1
42935,264,Lynn Morrow,+1-894-846-3602x5554,anthony80@example.net,65,Male,Married,1,East Donald,Air cabin crew,2,Auto,Yes,3,No,Partial,3678,1
26117,716,Johnny Henderson,352-556-8841,lopezangela@example.net,27,Male,Single,1,Jonathanside,"Scientist, biomedical",1,Auto,Yes,5,No,Partial,1673,1
55665,636,Sheila Gomez,408.799.3341x46393,evan76@example.org,65,Male,Single,3,Annburgh,Museum/gallery conservator,0,Auto,Yes,1,No,Partial,4109,1
21152,606,Timothy Fowler,001-785-504-1462x89307,melinda54@example.org,70,Male,Single,2,East Michaelview,"Radiographer, therapeutic",4,Auto,Yes,3,No,Full,2405,1
92723,944,Matthew Davis,928-859-1159x01493,maxwellmichael@example.org,29,Male,Single,1,Lake Mathew,Training and development officer,4,Health,No,0,No,Full,4722,0
49915,719,Loretta Baker,+1-226-576-8320,thomasandrea@example.org,46,Female,Married,2,North Margaretton,"Psychologist, counselling",4,Home,No,2,Yes,Partial,2077,0
53796,904,Joshua Dunn,893-554-1144x24487,matthewsmith@example.net,31,Male,Single,0,New Daniel,"Horticulturist, commercial",3,Home,No,0,Yes,Partial,2927,0
17093,896,Juan Hunter,436-238-4524x19874,kelly10@example.org,28,Female,Married,5,Jessicamouth,Sports development officer,1,Health,Yes,3,No,Partial,1209,1
95470,181,Elizabeth Hamilton,268-631-1969x01504,randy70@example.org,53,Female,Single,3,Johnmouth,"Designer, jewellery",5,Home,Yes,2,Yes,Partial,3512,1
88712,820,John Soto,(980)441-7851,douglas38@example.net,50,Female,Single,4,East Gary,Warden/ranger,3,Home,No,0,Yes,Partial,4029,1
55229,455,Debra Clark,2465311138,joshuaross@example.org,35,Female,Married,2,West Jillian,Database administrator,3,Auto,Yes,3,No,Partial,2493,0
11924,797,April White,803-656-4478x3890,samuelreed@example.net,30,Female,Single,1,Lake John,Financial manager,3,Auto,No,3,Yes,Partial,2014,0
87959,364,Kelly Brewer,312.723.2664,xmccoy@example.com,69,Female,Single,2,South Bridgetmouth,"Horticulturist, commercial",4,Home,No,5,Yes,Full,2924,0
78376,102,Mary Scott,+1-746-375-3667x9769,jefferyoconnell@example.org,44,Female,Single,2,Hicksbury,Energy engineer,3,Auto,No,5,No,Partial,1120,0
21212,872,Bradley Price,(482)815-0278x088,brownjoan@example.com,36,Male,Married,0,New Johnland,Glass blower/designer,4,Health,No,3,No,Full,2718,1
35697,561,Benjamin Chan,+1-814-482-9365,cody25@example.org,33,Male,Single,1,North Dennismouth,Music tutor,4,Home,No,5,Yes,Partial,4991,0
56878,905,Kaitlyn Campbell,+1-205-965-9905,omarwoods@example.net,28,Male,Single,5,Chadview,Regulatory affairs officer,4,Home,Yes,1,No,Full,1603,0
43004,929,Jason Turner,241.891.0059x74848,weisssydney@example.org,39,Female,Single,1,North Danielle,Forensic scientist,0,Auto,No,5,No,Partial,4275,1
95732,289,William Burns,6236908197,ortizeric@example.org,55,Female,Married,4,Candaceshire,Marketing executive,5,Health,Yes,2,Yes,Full,4933,0
80988,446,Amy Gallagher,540-301-9009x310,cartergary@example.net,35,Male,Married,0,East Bryanbury,"Engineer, electrical",0,Auto,No,2,No,Partial,2579,1
46764,477,Elizabeth Elliott,001-284-887-2154x728,harold16@example.org,46,Female,Single,3,Comptonborough,Commercial art gallery manager,2,Auto,Yes,1,Yes,Partial,2360,1
50802,389,Christopher Miranda,(846)724-9383,floydstephen@example.net,25,Male,Married,4,Lake Luis,Tax inspector,3,Auto,No,1,No,Full,1850,0
51800,965,Manuel Hall,897.866.9316x4911,lancesmith@example.com,19,Male,Married,4,Bowmanmouth,Outdoor activities/education manager,4,Auto,No,1,Yes,Partial,3146,0
20822,203,Taylor Rhodes,460-484-6172x2840,ybautista@example.com,43,Male,Single,3,Leehaven,Forensic scientist,5,Auto,No,4,Yes,Partial,2856,0
63007,143,Brandon Hayes,(593)563-2857x18469,andersonsteven@example.net,52,Female,Married,4,Conniefurt,Chartered public finance accountant,2,Health,No,0,Yes,Partial,4574,0
38783,149,Robert Gordon,247-474-5739,fletcheremily@example.com,47,Female,Married,2,Richardfurt,"Engineer, materials",1,Health,Yes,2,Yes,Partial,2751,0
45926,480,Sharon Cooley,001-713-395-4050x63462,woodpaul@example.net,18,Male,Married,4,North Rebecca,"Engineer, biomedical",1,Home,No,5,No,Full,2828,0
18716,544,Valerie Ball,001-493-937-6011x75336,chadalexander@example.org,62,Female,Single,5,Hooverburgh,"Engineer, electronics",1,Auto,No,4,No,Partial,3956,0
73338,946,Lauren Petersen,208.658.3972x058,phillipshannah@example.org,20,Male,Married,5,East Christopherhaven,"Merchandiser, retail",0,Auto,Yes,0,No,Partial,1651,0
15608,602,Mr. Brian Huang,767.346.7413,cooperchristopher@example.org,36,Female,Single,2,South Veronicamouth,Sport and exercise psychologist,3,Home,No,3,Yes,Full,4570,0
61175,325,Stephanie Hartman,528.860.5011x74974,moorealicia@example.com,37,Female,Married,5,New Louisstad,Town planner,1,Auto,No,1,Yes,Partial,3577,1
31159,117,Jennifer Carter,415-548-2316x53593,lance05@example.com,36,Female,Single,4,Lauratown,General practice doctor,2,Health,Yes,4,Yes,Full,2800,0
31929,294,Melissa Wang,001-484-455-1458x59742,hgutierrez@example.net,67,Female,Single,1,Lake Amanda,"Engineer, maintenance",1,Home,No,1,Yes,Full,1500,0
45692,835,Mark Brown,+1-742-240-0156,dawngoodwin@example.net,43,Male,Married,0,Cynthiatown,Accounting technician,1,Health,Yes,4,No,Full,4491,0
32678,407,Hunter Blevins,(901)348-1553x34436,graysean@example.com,24,Male,Married,3,Chaneybury,"Nurse, children's",5,Health,Yes,1,Yes,Full,1143,1
77281,845,Jessica Bruce,553-292-3322,johnbarajas@example.net,18,Male,Single,5,South Tiffanyshire,"Psychologist, occupational",0,Auto,No,5,Yes,Full,1459,0
85277,970,Christine Sanders,+1-516-488-2823,pjohnston@example.net,58,Male,Married,1,Christinaview,Optometrist,4,Home,No,3,No,Full,2399,1
11150,202,Marcia Taylor,424.258.4130x524,kimberly83@example.net,42,Male,Single,1,East Kelly,Television production assistant,2,Auto,No,5,Yes,Full,1885,0
67710,330,Dr. Dominique Hart DVM,956.458.7244,mercadosamuel@example.com,36,Female,Single,1,South Natashachester,Travel agency manager,1,Health,No,4,No,Full,4592,0
10442,346,Krista Ryan,(948)299-2757,kari46@example.com,48,Male,Married,0,Geoffreymouth,Passenger transport manager,2,Health,Yes,3,Yes,Full,2567,0
21995,119,Daniel Bautista,(881)393-0595x7489,teresa61@example.org,42,Female,Married,3,Alejandrochester,Hydrogeologist,2,Auto,Yes,4,Yes,Full,2415,0
68858,479,Zachary Robinson,401-857-0532x7987,pvega@example.org,25,Female,Married,2,West Lauratown,Energy manager,2,Auto,Yes,1,Yes,Partial,2269,1
72647,344,Erin Miller,(494)897-8221x60168,lprice@example.com,59,Female,Married,1,North Cody,"Programmer, multimedia",4,Health,No,3,No,Full,3512,0
78265,942,Laura Skinner,313.273.9509x009,qcoleman@example.net,61,Male,Single,5,Gilmoreburgh,Plant breeder/geneticist,5,Auto,Yes,5,Yes,Full,1434,1
77813,436,Casey Hernandez,497.965.5971,larry55@example.org,64,Female,Married,3,Michaelburgh,"Biochemist, clinical",3,Home,Yes,4,No,Full,3507,0
93819,277,Tonya Fischer,+1-524-258-0537x95438,qgardner@example.org,40,Male,Married,0,Lake Cherylfurt,Ophthalmologist,2,Auto,Yes,2,Yes,Partial,2957,1
51915,546,Karen Holloway,(346)910-5200x268,anne39@example.org,60,Female,Single,5,Andrewside,Naval architect,2,Health,Yes,1,Yes,Partial,2859,0
97785,581,Zachary Long,527.827.4803x276,jimenezmiranda@example.com,56,Male,Single,2,Mezaland,Bookseller,2,Auto,No,3,Yes,Partial,1785,1
26782,566,Jose Fernandez,+1-605-927-3790x10118,mark60@example.net,50,Male,Single,1,West Alex,Dealer,1,Auto,Yes,2,No,Partial,3048,0
62548,631,Mitchell Avila,(672)219-5467,sheila99@example.net,34,Male,Single,4,East Kim,Mudlogger,0,Auto,No,4,Yes,Full,4435,0
93696,762,Michael Brewer,001-952-714-2969x0582,royrichards@example.org,46,Male,Single,4,New Michael,Product designer,3,Health,Yes,4,No,Full,2501,1
86008,402,Joseph Kelly,(937)625-5247x40631,chadanthony@example.com,23,Female,Married,4,Drakehaven,Community arts worker,5,Auto,Yes,0,Yes,Partial,3659,1
56944,175,Carol Henry,001-231-301-4709x7468,reesecourtney@example.com,26,Male,Single,2,Smithmouth,"Engineer, land",3,Auto,Yes,0,No,Partial,4115,0
78995,998,Brooke Murray,001-477-381-3924x76443,teresascott@example.com,39,Female,Single,3,Andersonton,Sports therapist,0,Auto,Yes,2,No,Full,2293,0
15017,881,Mandy Pennington,461.868.2105,kfrancis@example.net,20,Female,Married,3,Robertville,Hydrogeologist,0,Health,Yes,1,Yes,Full,2551,0
20928,163,Benjamin King,(530)592-3601x39265,cperry@example.org,68,Male,Single,4,Eddieton,"Pilot, airline",2,Health,Yes,0,No,Full,3417,0
85845,497,Gary Little,231-849-5485x60259,gibsontodd@example.org,69,Female,Married,5,East Brett,"Surveyor, minerals",0,Home,Yes,1,Yes,Full,1283,0
16429,124,Kelly Velez,(577)674-0186x618,christinepeterson@example.net,50,Female,Married,5,Jonesland,Ergonomist,2,Home,No,2,Yes,Full,4646,1
18183,266,Richard Salinas,305.973.0701,csolomon@example.com,41,Female,Married,0,Mendozafort,Retail merchandiser,3,Auto,No,5,Yes,Partial,4523,0
75457,134,Tina Hayes,404.326.5839,dorothy96@example.com,50,Female,Single,1,Matthewside,"Development worker, international aid",3,Home,No,1,No,Partial,1133,1
75328,286,Heather Hawkins,(566)719-9083x6255,brownjessica@example.org,35,Male,Married,0,Rickyton,Higher education lecturer,0,Home,Yes,1,No,Partial,3622,0
68893,789,Amanda Shaffer,412.609.8640x5592,philipjohnson@example.org,64,Female,Single,1,West Mitchellfurt,Mechanical engineer,4,Home,No,1,No,Full,2327,0
64729,273,Taylor Hancock,656-204-4820x571,kimberly75@example.org,26,Male,Married,2,Charlesbury,Medical secretary,5,Home,Yes,1,Yes,Partial,3331,0
66479,783,Mary Flores,910-889-6283x67049,maria03@example.net,67,Male,Single,4,New Benjamin,Social researcher,1,Health,Yes,4,Yes,Full,1228,1
61417,383,Andrew Stewart,001-679-296-8784x6180,natasha19@example.org,61,Male,Single,5,New Michaelfort,Public relations account executive,3,Health,No,0,Yes,Full,1948,1
23852,811,Dawn Kane,221-593-6708,joshuasanchez@example.com,58,Male,Single,2,West Johnview,Associate Professor,0,Auto,No,3,No,Partial,2116,1
57993,946,Thomas Ross,(494)383-3768x3622,hilljesse@example.net,62,Female,Married,5,Tinaport,"Surveyor, quantity",4,Auto,No,3,No,Full,4711,0
77068,231,Jose Wilson,681.916.0660,qbrown@example.org,63,Male,Married,0,East Katie,Multimedia programmer,1,Home,No,5,No,Partial,4736,0
18639,917,Aaron Thomas DDS,8388041817,jessica92@example.com,62,Male,Single,3,South Reginaberg,Associate Professor,1,Auto,Yes,3,Yes,Full,3876,1
50625,382,Cheryl Barrett,760-399-8029,jonathan06@example.com,58,Male,Married,0,North Brentfort,Higher education careers adviser,2,Home,Yes,0,Yes,Full,4724,1
72076,625,Eric Moore,+1-757-232-9320x7935,jenniferbradford@example.net,51,Female,Married,1,Port Andrew,"Surveyor, land/geomatics",5,Auto,No,5,No,Partial,1481,1
96103,356,Michael Strickland,(648)977-5423x0803,paul42@example.com,33,Female,Single,4,Lake Paul,Gaffer,4,Health,No,1,No,Partial,2558,1
88245,161,Jeremy Mckenzie,001-812-630-4973x8708,michael11@example.net,20,Female,Married,3,New Sandra,Environmental health practitioner,1,Health,No,0,Yes,Partial,1005,0
71708,172,Tracy Reed,001-414-444-5274,logannorris@example.net,47,Male,Married,2,Lindseyhaven,Forensic psychologist,4,Auto,No,0,Yes,Full,3916,1
69002,869,Kristine Villa,958-297-0887x0388,nicoleadams@example.net,33,Female,Married,1,North Sheri,Retail buyer,2,Auto,Yes,3,Yes,Partial,3654,1
36683,650,Sara Palmer,(820)284-0508x64333,ismith@example.org,63,Female,Married,1,South David,"Optician, dispensing",1,Auto,No,5,No,Full,3229,0
