Policy Number,Customer ID,Customer Name,Mobile Number,Email Id,Age,Gender,Marital Status,Dependents,Location,Occupation,Claims (3yrs),Claim Type,Online Activity,Service Calls,Current Insurance,Coverage,Premium (3yrs)
48749,303,Austin Payne,+1-547-689-7838x234,christopher68@example.com,47,Female,Single,1,New Veronicaburgh,Manufacturing systems engineer,2,Auto,No,2,Yes,Full,2251
73165,695,Maria Whitaker,(722)207-8518x3983,alexander62@example.org,37,Male,Single,3,Janehaven,"Embryologist, clinical",5,Auto,No,4,Yes,Full,3959
32599,516,Kristina Marshall,(733)948-3358x659,perezjaime@example.com,45,Female,Married,3,Port Miguelchester,"Psychologist, prison and probation services",0,Health,No,4,Yes,Partial,2862
28306,188,Samantha Rose,744-992-2445,mcmillanjennifer@example.net,36,Female,Single,3,Lake Darryl,"Designer, ceramics/pottery",3,Home,Yes,1,No,Full,3866
60073,454,Julia Gross MD,299.353.9865,zbridges@example.net,28,Male,Single,4,Munozland,"Engineer, control and instrumentation",1,Health,No,5,No,Partial,4717
78635,555,Christopher Scott,213.724.4821x026,lmorse@example.com,63,Female,Single,2,South Johnfort,Astronomer,3,Auto,Yes,2,No,Full,1876
88164,553,James Welch,(873)475-4789x9286,donnamiller@example.com,28,Female,Single,5,Port Jamesville,Garment/textile technologist,3,Home,Yes,3,No,Full,2911
72971,432,Peter Ochoa,(642)763-3556x8437,brownnicole@example.org,56,Male,Married,0,South Patriciaborough,Purchasing manager,2,Auto,Yes,5,Yes,Partial,4426
41629,269,Erin Jacobson,001-624-639-9398x72537,david89@example.org,30,Female,Married,2,East Carlport,Tax adviser,4,Home,Yes,4,Yes,Full,1545
67859,630,John Wilson,977.432.1225x4767,lewisdavid@example.net,69,Male,Single,5,East Victoria,"Engineer, manufacturing",2,Auto,No,5,Yes,Full,3747
31725,415,James Smith,+1-536-450-7511x25374,teresa81@example.org,70,Male,Single,3,New Sharon,Soil scientist,1,Health,Yes,2,No,Partial,3377
93178,429,Ronald Oneal,001-630-417-4614x1221,dennisbates@example.org,58,Female,Single,2,Morrisonville,"Sound technician, broadcasting/film/video",2,Auto,No,4,Yes,Full,1696
89143,654,Daniel Carter,(816)988-0721x9831,elizabeth46@example.org,36,Female,Married,5,Alvaradoside,Product/process development scientist,1,Auto,No,0,Yes,Partial,4926
24764,213,Melissa Silva,+1-382-575-3786x086,nfoster@example.org,43,Female,Single,0,New Nathan,"Designer, furniture",4,Home,Yes,2,Yes,Partial,1143
17327,768,Kathryn Griffith,493-201-2040,eroth@example.org,58,Female,Single,4,Josephtown,Research scientist (physical sciences),4,Health,No,0,No,Partial,1658
60244,546,Margaret Smith,(936)257-1624,joneschristina@example.org,44,Male,Single,4,South Leahville,"Engineer, biomedical",2,Home,No,1,Yes,Full,4570
65422,806,Brandon Jacobs,+1-547-433-0519x5329,mhenderson@example.com,60,Male,Single,5,Riggsport,Translator,0,Health,No,3,Yes,Partial,1461
41623,116,Julie Greene,370.703.5824x8919,martinezariel@example.org,28,Male,Single,1,Port Patricia,Art therapist,5,Home,No,1,Yes,Partial,3096
95305,277,Scott Farmer,+1-691-364-4026x849,cuevasjeffrey@example.net,62,Female,Married,4,South Johnview,"Nurse, learning disability",3,Home,Yes,2,No,Partial,4638
86430,967,Paul Alexander,+1-855-682-4994x8116,medinalisa@example.org,54,Female,Married,1,South Sheri,"Engineer, building services",3,Health,No,4,Yes,Partial,1518
48127,268,William Perez,717.318.1483,osmith@example.com,55,Male,Married,1,South Richard,Dispensing optician,2,Health,No,3,No,Partial,2789
29520,880,Regina Hicks,001-215-556-1069x6514,dustin23@example.com,58,Male,Single,4,Lake Bradleymouth,Press sub,0,Health,Yes,1,No,Partial,4397
72795,969,Jeffrey Dixon,+1-481-630-9710,umiller@example.com,48,Female,Single,0,Jacobchester,Maintenance engineer,4,Health,No,3,No,Partial,3179
59705,517,Stephanie Barrera,+1-776-208-0999x8912,heidi02@example.com,20,Female,Single,3,Calderonstad,"Engineer, chemical",3,Health,Yes,2,Yes,Partial,2991
90044,822,Destiny Bennett,(539)471-8827x18217,hammondstephanie@example.org,32,Female,Single,4,Port Melissaton,"Engineer, chemical",0,Home,No,4,No,Full,1951
38171,794,Michelle Wiley,437.709.4177x19366,baxteraaron@example.com,60,Male,Married,2,West Daniel,Health service manager,4,Home,Yes,2,No,Partial,2488
82733,486,Tina Kelley,(959)955-2469,owensheather@example.net,55,Female,Single,2,Joshuachester,Community pharmacist,0,Health,Yes,2,No,Partial,4975
27266,290,Johnny Lopez,813.368.7746,jgentry@example.com,56,Female,Married,2,Lake Amanda,Tourism officer,5,Home,No,4,No,Full,2435
73263,779,Jennifer Moreno,001-563-628-0290,albert14@example.org,64,Male,Married,1,Ashleyside,Armed forces training and education officer,4,Auto,No,3,Yes,Full,3497
73849,313,Christopher Waller,(238)969-9994x766,jacobsondonald@example.com,58,Male,Single,0,North Angelaland,"Research officer, trade union",3,Auto,No,3,No,Partial,3735
57362,697,David Bradley,322.923.8651x07848,csmith@example.com,21,Female,Single,1,North Johnland,Location manager,4,Health,Yes,1,No,Full,3950
24912,434,Renee Huang,570.880.2792,ashley26@example.net,32,Male,Married,0,Port Jenniferhaven,Network engineer,1,Health,No,5,No,Full,3070
18923,641,Wendy Sandoval,749.424.9714x15490,dmason@example.org,35,Female,Single,5,West Heather,Dispensing optician,5,Home,Yes,2,No,Full,4410
40331,382,Rodney Crane,930.727.8338x917,fstephenson@example.com,28,Female,Single,5,New Juanland,"Engineer, energy",4,Home,Yes,4,No,Partial,4331
35414,212,Brian Cook,(801)805-5827x08145,amyers@example.com,20,Female,Single,1,Nolanview,"Psychologist, educational",0,Home,No,0,No,Full,2325
99359,223,Colleen Erickson,321.233.9373x484,pyoung@example.net,65,Male,Single,2,Meyermouth,Chartered certified accountant,3,Home,Yes,0,No,Full,2365
24409,819,Larry Mitchell,874.819.4110,james78@example.com,27,Male,Single,2,Cabrerastad,"Engineer, mining",3,Health,Yes,0,No,Full,3747
88330,887,Brian Gonzales,569-914-5709x1647,obarnett@example.org,25,Male,Married,1,New Jonathan,Community arts worker,4,Auto,No,1,Yes,Partial,2052
87863,617,Phyllis Sampson,+1-469-993-7424x68086,rbrooks@example.com,62,Male,Single,4,South Michael,"Surveyor, commercial/residential",3,Health,Yes,3,Yes,Full,3949
85540,214,Sydney Jacobs,9724224658,parklaura@example.net,26,Male,Married,0,West Philip,Economist,0,Auto,No,3,No,Full,4679
25009,904,Kristen Jones,(678)698-0820x37704,xalexander@example.net,36,Female,Married,2,Cunninghamborough,Herbalist,2,Health,No,5,No,Partial,1783
74513,132,Anthony Elliott,809-288-2756x969,bjohnson@example.net,36,Female,Married,0,North Jenniferstad,Merchant navy officer,4,Auto,No,4,No,Full,3721
44588,955,Juan Mccullough,492-581-1682x7039,evansmatthew@example.org,37,Male,Married,5,West Peggyview,Industrial buyer,2,Auto,Yes,4,No,Partial,3870
89235,788,Justin Hammond,476-605-7311,seth11@example.net,66,Female,Married,0,New Cody,"Administrator, charities/voluntary organisations",4,Home,No,3,Yes,Full,1622
78099,491,Jackson Mercer,786.901.9617,egreen@example.net,24,Male,Married,0,Collierport,"Lecturer, further education",1,Home,No,0,Yes,Full,1474
82873,991,Brandon Daniels,(455)649-1022x26584,cindymoore@example.net,20,Male,Single,1,East Jeremyshire,"Engineer, agricultural",3,Health,No,1,No,Partial,2138
10177,494,Matthew Moran,001-608-717-6159x29292,michaelarmstrong@example.net,37,Male,Married,2,East Vanessa,Passenger transport manager,2,Health,Yes,3,No,Full,4998
34040,281,Mr. Andrew Smith,(757)568-7215x2185,wlove@example.com,33,Female,Single,3,South Sheilatown,Wellsite geologist,1,Home,Yes,4,No,Full,4635
88183,497,Laura Murphy,756-570-5747x39742,jacksonwilliam@example.net,40,Male,Single,1,Pachecoberg,Economist,0,Home,No,1,Yes,Partial,2310
94405,529,Ronald Collins,326-939-3692x4176,lucasalexandra@example.com,45,Female,Single,4,Williammouth,Press photographer,2,Auto,No,5,No,Full,4292
10401,519,Steven Goodman,536-906-5116,christopher13@example.com,28,Male,Married,5,West Cassandraside,Quality manager,4,Health,No,1,No,Full,3450
97507,743,Richard Hodge,001-247-271-9517x29575,christine91@example.net,24,Female,Married,3,Butlerbury,"Therapist, drama",3,Health,Yes,4,Yes,Full,4264
27651,173,Cynthia Martin,955.418.7161x21753,dshah@example.com,66,Female,Married,4,Garciamouth,Freight forwarder,2,Health,Yes,3,Yes,Partial,4257
89091,368,Lawrence Garcia,9385377708,james66@example.net,35,Male,Married,4,Frankbury,Recycling officer,1,Home,Yes,2,No,Full,4476
86818,347,Alexis Padilla,(471)404-4113,briankelly@example.net,58,Male,Married,1,Debraborough,Quarry manager,1,Health,No,1,Yes,Partial,2980
45752,340,Alejandro Bridges,+1-532-691-0237,michelle57@example.net,27,Male,Married,2,Michaelberg,Quantity surveyor,1,Auto,No,2,No,Partial,4194
29846,876,Denise Brady,665.594.3614x4002,walexander@example.com,51,Female,Single,4,Lake Joseview,Tourist information centre manager,2,Health,No,0,Yes,Partial,3305
73355,651,John Gonzalez,001-482-671-1682x742,sabrinawright@example.net,32,Female,Single,0,Port Andrew,"Copywriter, advertising",4,Health,No,3,Yes,Full,1439
35106,746,Jill Lopez,502-801-5281,cheryl59@example.com,64,Female,Single,3,Simpsonberg,"Investment banker, operational",0,Auto,Yes,3,No,Full,4324
40574,201,Brittney Stephens,001-677-817-6720x66578,vanessa06@example.com,52,Male,Single,3,North Christopher,Marine scientist,1,Home,Yes,1,No,Full,3215
24430,422,Frank Green,(471)522-0148x122,uhanson@example.net,22,Female,Single,5,East Kimberlychester,Geoscientist,1,Health,No,5,No,Full,2297
86723,277,David Adams,684-406-9707x69933,lprice@example.com,65,Female,Married,4,East Jeremy,Hospital doctor,2,Auto,No,3,Yes,Full,4416
53579,584,Scott Jackson,7386999506,ijennings@example.net,57,Female,Single,5,Phillipsmouth,Artist,3,Home,Yes,4,Yes,Full,3358
61265,918,Brenda Clay,589-599-7333,lauren09@example.com,18,Male,Single,3,South Tonya,"Designer, ceramics/pottery",1,Home,Yes,0,No,Partial,1575
49878,176,Gerald Barrera III,+1-925-999-7225,michael39@example.net,28,Female,Married,1,Wheelermouth,"Journalist, broadcasting",2,Auto,Yes,5,Yes,Partial,4717
79732,219,Courtney Morrow MD,468.882.2154,washingtoncheryl@example.org,32,Male,Married,3,New Nancychester,Biomedical scientist,5,Health,Yes,2,No,Partial,1401
12797,851,Stephen Patterson,(591)423-2788x18835,linda59@example.net,30,Male,Married,0,North Reginaborough,Pharmacologist,0,Health,No,2,Yes,Partial,1643
22867,785,Jessica Harvey,(596)746-0148x633,qholder@example.com,41,Male,Single,2,East Richardmouth,"Psychologist, educational",5,Home,Yes,0,No,Partial,4247
74344,574,Julie Griffin,428.644.3498,holtrichard@example.org,47,Male,Single,1,Edwardport,Administrator,1,Home,Yes,0,Yes,Partial,1546
96675,913,Susan Levy,612-215-1662,patricia09@example.org,39,Female,Single,5,Aaronshire,"Engineer, chemical",4,Home,Yes,0,No,Full,1659
92806,407,Joseph Rasmussen,802-302-2374,daniellopez@example.com,25,Male,Married,4,Lake Dawnmouth,Hospital doctor,2,Home,Yes,1,Yes,Partial,4184
74212,264,Melissa Young,5599557363,hornelisa@example.net,25,Male,Married,4,Barrmouth,"Engineer, production",3,Auto,No,4,Yes,Full,1450
33183,695,Ronald Harding,001-847-269-9054x97967,donnaalvarado@example.org,39,Male,Single,0,Marshallmouth,Outdoor activities/education manager,4,Home,Yes,0,Yes,Full,4873
94046,321,Christopher Lewis,343-556-8322x0851,jamiemiller@example.net,38,Male,Single,4,Port Allison,Health service manager,3,Home,No,0,Yes,Partial,4845
41139,528,Glenda Schmidt,+1-568-504-1354x22556,jamesbennett@example.com,44,Female,Married,0,North Lisa,Theatre director,2,Auto,No,5,Yes,Full,3880
70581,716,Steven Patrick,001-431-849-8323,kingmicheal@example.com,63,Male,Single,3,Port Travisberg,"Teacher, special educational needs",0,Home,No,2,Yes,Full,4877
31263,119,Michele Savage,6306494245,zhall@example.com,21,Male,Single,1,Oliverberg,Secondary school teacher,2,Health,Yes,2,Yes,Partial,3604
77652,147,Mrs. Kathryn Walton,001-897-924-1341x939,yvonnehaynes@example.org,62,Female,Single,0,Daisyburgh,Site engineer,3,Home,No,4,No,Full,4233
57589,664,Mary Charles,001-766-284-5324x0730,lopezbrandon@example.com,20,Female,Single,4,Alexisborough,"Surveyor, minerals",0,Auto,No,3,No,Full,4522
38041,295,Kenneth Avila,(925)502-4945,bturner@example.net,34,Female,Married,5,Craigchester,"Administrator, sports",5,Auto,No,1,Yes,Partial,1334
50598,724,Matthew Colon,+1-903-930-7651x50018,wolfmadison@example.org,58,Male,Single,3,Harrisville,Museum/gallery exhibitions officer,2,Auto,Yes,0,No,Partial,3033
64969,426,Taylor Garcia,+1-566-211-9507x146,scottcrystal@example.com,68,Female,Single,3,Taylorton,Planning and development surveyor,0,Auto,No,3,Yes,Full,1557
67442,408,Ryan Stanley,001-814-233-4195x5544,todd55@example.net,56,Male,Married,2,Nicholaston,Technical author,2,Home,Yes,4,Yes,Full,3679
45740,491,Hunter Bailey,+1-606-928-1703,hjuarez@example.com,31,Female,Single,4,Hubertown,Press photographer,2,Health,Yes,4,Yes,Partial,3633
33677,214,Kristin Harris,(681)348-1396,tstephens@example.org,19,Female,Married,2,South Elaine,IT sales professional,0,Health,Yes,0,No,Partial,2680
15567,373,Savannah Navarro,814.829.2719,garciachristine@example.org,40,Female,Married,4,Turnerberg,Pensions consultant,4,Auto,Yes,2,No,Full,3757
85506,136,Oscar Murray,3985388654,christine45@example.com,27,Male,Single,5,East Brianside,Mining engineer,5,Home,No,0,No,Partial,4317
85031,150,Karen Douglas,+1-502-245-1779x580,kruiz@example.com,69,Male,Single,2,Stephanieburgh,Dispensing optician,3,Health,Yes,3,Yes,Full,4224
42078,768,Abigail Armstrong,703-719-2511x700,matthewroberts@example.org,70,Male,Single,4,East Crystalmouth,Local government officer,2,Health,No,2,No,Partial,1242
83936,181,Joshua Thomas,768.502.3033x43872,angelamullins@example.com,52,Male,Married,2,East Andrea,Dietitian,0,Auto,Yes,5,No,Partial,4008
82955,945,Michael Harris Jr.,(543)813-5304,karabell@example.com,34,Male,Married,5,East Jessicashire,English as a foreign language teacher,4,Auto,Yes,5,No,Partial,1719
11727,244,Shelia Sanchez,953.318.2947x43646,colonjennifer@example.org,44,Female,Single,5,West Jim,Patent examiner,4,Home,Yes,2,No,Full,4049
20263,570,Rebecca Hunter,+1-531-575-4803,castroemily@example.org,21,Male,Single,3,Smithshire,Teaching laboratory technician,2,Home,No,1,Yes,Partial,1620
89770,772,Diana Freeman,464-405-2521x27097,christyrichards@example.com,32,Male,Married,5,Chapmanfort,Conference centre manager,3,Auto,Yes,4,Yes,Full,3504
72644,669,Kevin Huang,(504)209-5270,christinemiller@example.net,31,Female,Married,5,South Brandonshire,Diplomatic Services operational officer,4,Auto,No,3,Yes,Full,1045
47055,388,Randy Wilson,(722)616-7819x9196,david62@example.net,25,Male,Married,1,Joannaville,Planning and development surveyor,2,Auto,Yes,1,Yes,Partial,3172
17168,729,Tony Horton,525-311-8897,shane66@example.com,30,Female,Married,2,Lake Dustin,Chiropractor,5,Health,Yes,5,No,Full,3349
95639,430,Brian Mcdonald,943-387-1642x54962,cameron92@example.org,19,Female,Single,0,Smithmouth,Licensed conveyancer,0,Health,Yes,4,Yes,Partial,3007
65616,390,Steven Conley,001-223-318-2700x48410,david06@example.com,66,Male,Single,5,Port Jonathan,"Solicitor, Scotland",3,Home,Yes,4,Yes,Full,1357
58310,658,Robert Johnson,+1-616-496-0121x1348,hmorgan@example.com,57,Female,Married,0,North Jose,"Teacher, primary school",2,Home,No,0,No,Full,3151
78873,374,Lawrence Bishop,(264)878-9561,hernandezlisa@example.net,61,Male,Married,2,Port Mark,Planning and development surveyor,4,Home,Yes,5,No,Full,1100
87067,735,Amy Escobar,8402334847,tbrown@example.net,28,Female,Married,2,Savannahfort,Product/process development scientist,4,Home,No,4,Yes,Partial,3096
55584,477,Wendy Johnson,+1-766-903-5202x65868,angelarichardson@example.org,39,Female,Single,5,Terryport,"Programme researcher, broadcasting/film/video",0,Home,Yes,2,Yes,Partial,2020
30941,270,Mrs. Susan Schwartz MD,390.696.3640x4457,changmichelle@example.com,24,Female,Married,3,New Edwardfurt,"Designer, exhibition/display",2,Health,Yes,0,No,Full,2149
77127,425,Laura Valentine,200-974-1161x104,paynemichael@example.com,22,Female,Married,2,East Margarettown,Ergonomist,0,Home,No,0,No,Partial,2522
84288,577,Cody Perkins,+1-233-377-4352x119,josephsilva@example.net,50,Female,Single,5,Hessport,"Geologist, wellsite",3,Auto,No,4,No,Full,2297
48961,384,Brittney Willis,(269)346-1559,brewerjustin@example.org,23,Male,Single,0,Stephaniefurt,Senior tax professional/tax inspector,1,Health,No,4,No,Partial,4227
73826,560,Mario Garcia,001-880-642-8008,harrisoncarol@example.net,47,Female,Single,3,Comptontown,"Designer, multimedia",1,Health,Yes,2,Yes,Full,1361
98822,863,Leah Clark DVM,(405)526-9397x5841,iedwards@example.com,59,Male,Single,0,Tarafurt,Ranger/warden,1,Auto,Yes,5,No,Partial,4318
86746,868,Madison Vasquez,001-585-382-7382x45804,karen71@example.org,56,Female,Married,0,Port Jeanetteside,"Therapist, occupational",0,Auto,No,5,No,Partial,2772
28381,467,Christopher Wong,9865111201,rebecca54@example.com,40,Male,Married,5,Burgessmouth,"Editor, magazine features",5,Health,Yes,0,Yes,Full,2111
79098,770,Alice Rich,(698)255-5639x842,jessemoreno@example.com,47,Male,Married,0,Erinview,Graphic designer,3,Home,No,0,Yes,Partial,2826
24106,345,Alexandra Landry,(721)454-8121,davidjohnson@example.com,33,Male,Single,1,Charleston,Sports coach,2,Auto,Yes,5,No,Full,1520
20377,914,Matthew Berry,(318)390-9354x5090,nbenjamin@example.org,32,Male,Married,4,Cantrellville,"Psychologist, forensic",1,Auto,No,3,No,Partial,2878
